Title,Title_link,salary,tag-list,tag-list1,job-area,info-public,Thumbnail,company-name,company-tag-list,company-tag-list1,tag-list2,tag-list3,info-desc,company-tag-list2,tag-list4,tag-list5,tag-list6,Headline,Field1,Field2,Field3
资深Python工程师,https://www.zhipin.com/job_detail/aff8dfa1a5b955771XZ83di_GFdR.html?lid=5VqE11lZkaq.search.54&securityId=8iT5wlHVQpTVO-I1EPqnpfsdPzrlnb_-qd3fOrrSX9Nv8tCCbH0vQUBWtDe6UCT_r8hiMeUZF5BB7lZCiFpFTIKULXMS_j97MjhwV2IYoiaKGVFqDsg~&sessionId=,20-30K,高级软件工程师,3-5年,上海·杨浦区·东外滩,马女士HR,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220512/7bf6f160950405e935f8a6bf4497499f89137e5882c03e636f5cd2f0f5c15707100fae58a1d5118b.jpg?x-oss-process=image/resize,w_100,limit_0",上海乐其爱科技有...,互联网,不需要融资,python,,全勤奖，五险一金，零食下午茶，员工旅游，团建聚餐，节日福利，生日福利，年终奖，带薪年假，定期体检，加班补助,20-99人,,,,资深Python工程师,"高级软件工程师
                                    python","岗位职责：1. 负责产品需求分析、技术设计、代码实现、发布上线及相关文档编写2. 负责与前端、移动端对接 API 接口设计及开发，主要开发语言为 Python3. 负责现有项目的维护和重构，负责数据库设计、实现、调优4. 承担技术组长职责，参与人员简历筛选及面试环节5.和产品经理配合协调,深度参与多个产品需求讨论，功能定义等；任职条件：1. 熟悉Linux环境下的开发，能熟练使用一些Linux常用命令2. 熟悉网络编程，了解常用网络协议3. 精通 Python或golang 主流开发框架或模型 flask/gin优先4. 熟悉一种或多种主流数据库，如MySQL、MongoDB 等，了解基本优化和设计原则5. 良好的编码风格，沟通能力和团队合作精神，有责任感加分项：1. 熟悉 RESTful 接口风格2. 精通redis、mysql数据库的使用和优化3. 掌握 Web 后端开发技术: 网络、架构、存储、缓存、搜索、安全、消息队列等4. 熟悉 Nginx、Docker 者优先5. 对开源技术有强烈的兴趣和爱好，参与或向开发者提交过 bug 和 patch 者优先6. 具备良好的业务理解和分析能力",上海乐其爱科技有限公司是一家互联网软件公司，上海以“乐其爱”为品牌，开发运营乐其爱错题本，乐其爱默写，乐其爱乐谱以及乐其爱背诵等一系列教育产品，上海乐其爱科技是无锡乐骐科技股份有限公司的全资子公司。乐骐科技是一家以人工智能技术为核心的互联网软件公司，自成立以来一直致力于图像识别及人体生物特征识别核心技术的研究，应用产品的开发及市场推广，包括：人脸识别，人脸属性分析，人体、车体监测，识别及行为分析，运动跟踪，文字识别，图像和视频检索，已成为多个目标细分市场的先驱者。公司被评为江苏省 “高新技术企业” ，并进入独角兽企业库。公司创始人获评创业领军人才，北京市科技进步一等奖，国家科技进步二等奖。
Python开发,https://www.zhipin.com/job_detail/8ae42036a058ae1f1HZ82Nu9EVdZ.html?lid=5VqE11lZkaq.search.55&securityId=vPaMye3shHl7a-J1A-IJGlSWFdfikbBRPixSRmLF4PiRJzq0KY3R_xwwKg7uVOfTOcLKanFtSyGRC3p4m8Bkg-Olm9qW42GdfgHQnkJs9Ve-9EUsMxa-TXmbn4vnQvmJq5x4NxRyEOacOlLsxvT6tw~~&sessionId=,18-23K,Nginx,3-5年,上海·浦东新区·陆家嘴,陈女士人力资源经理,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180305/12ab8320ccab81125d231871fc3520b250050fc874c8f62f04a83eb79ae23c44.jpg?x-oss-process=image/resize,w_100,limit_0",亿微征信,互联网,不需要融资,分布式经验,Django,零食下午茶，五险一金，定期体检，股票期权，加班补助，带薪年假，员工旅游，通讯补贴，交通补助，节日福利，餐补,20-99人,软件应用经验、规则引擎,MySQL,运维开发经验,Python开发,"Nginx
                                    分布式经验
                                    Django
                                    软件应用经验、规则引擎
                                    MySQL
                                    运维开发经验
                                    Redis
                                    Django、Nginx、分布式经验
                                    架构设计经验
                                    Python
                                    Flask
                                    HBase",岗位职责1. 参与负责核心产品及平台的后端设计、开发和优化；2. 对于服务性能和数据请求策略进行不断的分析和优化；3. 对线上服务的查错和运营；4. 负责项目后端业务逻辑开发，与技术团队交流协作；5. 优化现有系统的性能，解决软件系统关键技术问题，核心功能模块设计；6. 保证代码质量和项目进度，以及部分日常维护。任职要求1. 计算机、软件相关专业，全日制本科及以上学历，硕士优先；2. 3-5年以上python开发经验，熟悉Python语言特性，熟悉使用 python 及常用框架 flask、django 等；3. 熟练使用 mysql、postgres、redis；4. 较强的业务分析以及数据建模能力，熟悉主流关系型数据库开发以及调优，有NoSQL数据库/redis相关经验，有数据分析经验更好；5. 数据结构以及算法基础扎实，了解常用的设计模式和设计原则，代码简洁，熟悉性能调优方法；6. 具有优秀的沟通能力，能够良好的协调部门间协作；7. 具有较强的自我学习和解决问题的能力，主观能动性强。,"""知了背调""为亿微征信服务有限公司旗下职业背景调查产品。 是国内首款基于候选人在线授权的职业信用背景调查平台。       ""知了背调""基于""背景调查+互联网""理念，可以合法合规、高效低价地帮助用人单位在招聘工作中有效防范身份、学历和工作履历造假、隐瞒不良记录等不诚信行为。        数据采集和报告使用环节，""知了背调""严格要求取得授权人本人在线授权同意。并且，一次授权仅对一个用人单位的一次申请有效，该用人单位下一次发起背调申请，或其他用人单位发起新背调申请时，仍需获得候选人的重新授权。候选人在授权后立即可以看到本人背调报告，且该背调报告与给到用人单位的内容完全一致。     ""知了背调""获得2000万元的A轮融资，投资方为北京世腾鸿程投资管理有限公司。知了背调业务连年增长，被认为是人力资源领域即将新晋的独角兽企业。"
python开发,https://www.zhipin.com/job_detail/0ca8e41696c752c81HF53dy7GVVT.html?lid=5VqE11lZkaq.search.56&securityId=5zdZAd1UvNmTM-_1mFmiMEVW3BbR6oGV5bVD31IH9wG79fKBcFwfTPVcZBgmJtJ6FAeYoUnexGOOkT0sWPeXz3o4m_qlRsHoZmvyp7yVmUvMLG1VA1SXZ_GJS9xk-JHwY5JSZ1ADfTj_fhYwbQcCAIY~&sessionId=,25-40K,接受无前端经验/技能,1-3年,上海·徐汇区·漕河泾,曹女士人事,"https://c-res.zhipin.com/jrs/2_e5334b860cbfe213801ddf3acdb25abf.jpg?x-oss-process=image/resize,w_100,limit_0",乾隆高科,计算机软件,100-499人,其他,架构设计经验,高温补贴，五险一金，带薪年假，全勤奖，有无线网，底薪加提成，意外险，年终奖，法定节假日三薪，工龄奖，绩效奖金，节日福利,,量化交易开发经验,Python,,python开发,"接受无前端经验/技能
                                    其他
                                    架构设计经验
                                    量化交易开发经验
                                    Python","岗位职责：1.负责量化交易策略的开发和优化，实现交易策略的自动化执行；2.负责数据分析和处理，对市场行情进行深入研究，为交易决策提供数据支持；3.负责根据公司量化交易策略开发对应量化交易程序；4.根据项目需求，调研、开发及测试量化策略程序；岗位要求：1.熟悉量化交易策略的开发和优化，熟悉量化交易工具和算法；2.有扎实的数理统计功底和建模能力，熟悉量化交易策略整体架构；3.具备较强的学习能力和创新能力，能够不断学习和探索新的交易策略和工具；4.拥有足够的计算机编程能力,有独立能力完成量化策略生产过程,熟练使用Python，熟悉C/C++,Java等开发语言；",上海乾隆高科技有限公司成立于1994年9月21日，作为国家认定的高新技术企业，20多年来我们一直专注于金融领域的信息技术产品和服务。上海乾隆高科技有限公司总部位于金融企业云集的上海陆家嘴金融中心，并在全国各证券业重点地区设有分公司、办事处及授权销售服务中心，共同形成了一个覆盖全国的、能够为各类企业或个人用户提供完善的产品和服务的体系。乾隆旗下拥有的著名的“钱龙”品牌，其系列产品涵盖了实时行情和委托交易平台、实时证券分析终端、金融数据库、实时资讯数据服务、信息发布服务、WEB金融服务平台、金融教学系统等各个领域，其用户群体遍布政府监管机构、券商、基金、资讯、投资机构、资产公司、上市公司、高等院校、行情信息运营商和千百万股民投资者，机构市场的占有率更是高达90%以上。乾隆自创办以来，始终坚持“专业、诚信、稳健、创新”的经营理念，凭着员工“积极、努力、踏实”的工作，借势国内证券投资事业的蓬勃发展，不断推陈出新，从第一代基于DOS平台的行情分析软件，到今日全系列的证券投资分析产品，始终引领证券投资分析软件业的潮流，得到包括企业用户、终端用户和管理机构的认同和一致好评。
Python开发,https://www.zhipin.com/job_detail/d1cfadb7db2b02001nRy3NW1EldS.html?lid=5VqE11lZkaq.search.57&securityId=gwxrld4FLE7Py-61U9uzTZNp-AFpmShyex3-6WJnFt0nZGF0XhkmBjDXSh1OSNz56k1DXb82mgce9Qs3Ff5w5Ga2kHXdRy0pHlheEGBq7Iadpmlo&sessionId=,18-25K,Python,3-5年,上海·浦东新区·御桥,张女士HR,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20170726/ec3dc178e89ebd329b023c66e2c584bdb9e7b9da0b5fd8fcf279a09758ea2f26.jpg?x-oss-process=image/resize,w_100,limit_0",互道信息,互联网,B轮,SQL,,五险一金，定期团建，带薪年假，绩效奖金，年终奖，节日福利，零食下午茶,20-99人,,,,Python开发,"Python
                                    SQL",职责描述：1.负责零售行业的企业数据应用系统的中后台开发；2.按照研发计划，按时、按质地输出研发成果； 3.独立、高效的完成开发、单元测试，并能持续地进行代码优化、性能优化；任职要求：1.统招本科及以上学历；3年以上相关工作经验；2.掌握Python的基本语法、有良好的文档编写能力；3.熟悉Redis，RabbitMQ等，具备实际的业务落地经验者优先；4.掌握SQL语法，有SQL性能调优的相关经验者优先；5.具备良好的服务意识、责任心、较强的学习能力、团队沟通与协作能力、能承受一定的工作压力；,互道NEXTTAO，由前SAP全球研发高级副总裁王华先生创立，是业内领先的基于智慧中台的零售行业解决方案供应商之一，为众多品牌企业提供智慧零售综合解决方案。作为中国最早的企业级中台软件开发团队，凭借着对市场的敏锐嗅觉和行业领先的研发实力，互道在成就客户的过程中，逐渐沉淀出一套以“源力DataForce”智慧中台为核心，盈力ShopForce等零售应用为触点的完整产品矩阵。让企业从基于ERP的“管理在线(management online)”能力，升级到全面数据驱动的“业务在线(business online)”能力，而不仅限于在线商务(online business)。以“驱动商业未来”为愿景，我们牵手腾讯、阿里、京东、微软、苹果等合作伙伴，共同致力于为互道的客户创造价值。最终，和我们的客户一起，达成我们的使命：创造美好生活。2018 荣获Fast Company中国设计创新大奖2018 中国服装协会年度优秀创新项目2017 中国时尚行业值得信赖产品奖2016 年度最具影响力全渠道解决方案供应商奖2015 阿里全渠道运营系统最佳客户实践奖2015 中国零售业渠道创新最佳案例奖互道官网：www.nexttao.com
Python开发工程师,https://www.zhipin.com/job_detail/fb13e1556b2e064c1n1_39W8FFRW.html?lid=5VqE11lZkaq.search.58&securityId=tqTrB6-f49V8m-11KskUDKzmuKsO7k6uJSMwxHci-zM7CyIDTVpwxW0Z-CBMbqWyvpOFJQNNO92eBzPPDaqA83yzyM0G7dQFRN81W6eWYxuhmcTeUkk~&sessionId=,13-23K·13薪,Linux,1-3年,上海·浦东新区·张江,史先生HR,"https://img.bosszhipin.com/beijin/upload/com/logo/20211022/7b5b554d84f9729c211ea19304f39744f2b3b2f9b6912d301bbee02c50b4a26beac4e7dec960e243.jpg?x-oss-process=image/resize,w_100,limit_0",四号位,计算机软件,未融资,Redis,MySQL,带薪年假，五险一金，节日福利，定期体检，员工旅游，股票期权，年终奖，加薪，零食下午茶,20-99人,python,django,,Python开发工程师,"Linux
                                    Redis
                                    MySQL
                                    python
                                    django",岗位职责：1、维护现有的开源软件，Bug的修复，功能的添加，以及修改；2、对代码质量负责，参与实现正确、高效、稳定的应用。3、书写API文档，方便用户做二次开发。4、参与项目的培训，以及技术指导。5、需要有一定管理能力，管理软件服务商。任职要求：1、计算机、软件、通信、数学、自动化、数据分析等相关专业本科及以上学历；2、两年以上Python后端开发经验；2、熟练掌握Java或Python语言，熟悉Django框架，熟悉Django-Framework，了解异步IO和协程的实现；3、深刻理解MySQL、Redis、SQLite等常用存储，有优秀的设计及性能优化能力；4、精通Linux系统原理，并熟练使用各种Linux操作系统命令；5、具有良好的编程思维，乐于沟通，有团队合作精神，有优秀的分析问题和解决问题的能力。,自由定义 完全开源 仓库管理软件
python开发工程师,https://www.zhipin.com/job_detail/3206225d40bb97011HZ739S9F1BS.html?lid=5VqE11lZkaq.search.59&securityId=26uc6IE0Sdz5b-w1NcjbFd_DCIuYKQ4jqc0QpeVzbsOGjqgS1G42z-HZpwEz0IBKTZxvAylH384yvLQPEhQ6yFrdsSTB9odSO4EzLCibDQBT_Z3Hepg~&sessionId=,11-22K·13薪,Python,1-3年,上海·浦东新区·三林,梁女士人事主管,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220218/7bf6f160950405e9e7d22f9ebfbfb550e556496feb4d62e15dd6efc04b0aa5aa55b97ed61b454029.jpg?x-oss-process=image/resize,w_100,limit_0",上海数设科技有限公司,计算机软件,未融资,Flask,MySQL,零食下午茶，带薪年假，年终奖，加班补助，节日福利，五险一金,20-99人,架构设计经验,,,python开发工程师,"MySQL
                                    架构设计经验
                                    Python
                                    Flask",岗位职责： 1.	独立完成功能模块的设计与开发、优化迭代；2.	完成开发过程中的文档编写，包括概要设计、详细设计、接口文档等；3.	持续优化平台架构，提升开发效率与平台功能稳定性；4.	技术部安排的其他工作。任职要求： 1.	计算机、机械或相关专业本科以上学历，1年及以上python工作经验；2.	精通python，并对python框架（如django或flask）有深入了解；3.	有良好的代码编写习惯，熟悉使用svn等代码管理工具；4.	具有独立解决问题的能力，较强的学习能力和对新领域的探索精神，有良好的团队工作意识。,上海数设科技有限公司（以下简称“数设科技”）成立于2010年，是一家深耕工业软件定制开发领域，致力于工业软件设计，服务于工业产品创新，专注于自主知识产权的模型驱动低代码工业软件开发平台的研发和解决方案咨询服务。基于模型驱动和微服务耦合架构的数字孪生平台为工业软件系统提供高效的自动化统一建模方法和丰富的通用功能模块，以及模型驱动和低代码技术应用耦合架构为一体的集成开发环境，为工业企业生态系统定制、数字孪生应用及工业互联网落地实现提供软件系统的底层框架支撑，帮助工业企业打造专属的一体化工业互联网平台系统，有效打通“信息孤岛”，赋能工程设计优化、制造场景实现、设备运维监控、管理协同一体化，全面助力工业企业数字化转型升级。目前数设科技在智能制造（机械手臂、机器人、弯管、水刀、激光、3D打印等）、航空、航天、船舶等领域成功落地的应用案例，携手合作伙伴共创生态，形成了可复制、可推广的跨领域、跨平台、工具化、生态化工业互联网体系，助力工业互联网的实践及发展，助力企业数字化转型升级，助力智能制造转型升级，共建万物互联新生态。
python后端工程师,https://www.zhipin.com/job_detail/4b20db21ffd9c97e1X1_3t29GFRT.html?lid=5VqE11lZkaq.search.60&securityId=e36EuFabQE6ZZ-g1hfmG1i8bjr_SjfwoN6-o-F_jus0LClBGc5036FKlaCJbfJGv89BqlEev1snSXEXh66pBHLSmBP5ub5Ke-SwXeqHW8FqyMAbC1GqS&sessionId=,20-26K·13薪,团队管理经验,5-10年,上海·浦东新区·源深,张女士人事行政,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20230202/7bf6f160950405e9bef5a419f27ff3d57a3b715a84f8219153aee9ba3b53f62e283bee9cbf2ef666.jpg?x-oss-process=image/resize,w_100,limit_0",幻量科技,化工,天使轮,Django,MySQL,,0-20人,Python,Flask,,python后端工程师,"团队管理经验
                                    Django
                                    MySQL
                                    Python
                                    Flask",【职责】- 使用 Python 设计和开发可扩展和高性能的后端系统- 撰写干净、高效和经过良好测试的代码- 与前端开发人员、产品经理和其他利益相关者合作形成跨职能团队- 参与代码审查，保证代码质量- 及时识别和解决复杂的技术问题- 确保所有后端流程中的数据安全性和完整性【要求】- 本科学历- 至少 5年 Python 后端开发经验- 有团队和项目管理能力（熟悉Jira）- 熟练掌握 Django、Flask 或 FastAPI 等 web 框架- 熟悉敏捷开发，比如atlassian开发工具- 能够根据需求设计和编写测试脚本- 具有 RESTful web 服务和 API 设计经验- 具有 SQL 和 NoSQL 数据库经验- 有架构经验及B端客户经验为佳- 出色的问题解决能力和注意细节的能力,一家位于上海的高新技术科技型创业公司。团队创始人为麻省理工学院和剑桥大学的博士和博士后，核心员工主要为各知名高校的博士和博士后，拥有物理学，材料科学，计算机科学等专业背景，与其他海外高校和高等研究所拥有紧密联系。我们希望在材料信息学创新方面，结合人工智能、计算物理、高通量实验等方式加速材料研发过程。目前涉及新材料发现、配方优化等领域。种子轮已获得多家知名机构投资。欢迎访问：https://deepverse.tech
后端开发(Python),https://www.zhipin.com/job_detail/e351b7ba99a1e4ba1HV53Nu9EFVQ.html?lid=5VqE11lZkaq.search.61&securityId=qaIq83g1Y7tEh-T1ns2HpliY7xV5VYx9kapkQAYch8PaoN1RWsGqqQVo2ots5He_Uv4VNpdZWp4U_O8XOn_dqpdSf91im_7VVmBtJf_61e9QXfG-aQ~~&sessionId=,20-35K·14薪,架构设计经验,5-10年,上海·浦东新区·张江,郑先生技术总监,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20220217/7bf6f160950405e9b5611e75eb3359c81f378370798fe11fbc5b0505b7645be6cb67e8e5ad7b970e.jpg?x-oss-process=image/resize,w_100,limit_0",TCL实业,智能硬件,不需要融资,计算机相关专业,后端,定期体检，五险一金，年终奖，带薪年假，零食下午茶，免费班车，员工旅游,10000人以上,英语6级,Python,,后端开发(Python),"架构设计经验
                                    英语6级","主要负责开发基于大语言模型(LLM)的平台岗位职责：1. 负责AI相关的C端用户产品的后端开发和优化；2. 负责AI相关的中台接口开发和业务对接；3. 根据需求和设计完成项目代码实现及单元测试。任职要求：1. 本科及以上学历，计算机相关专业优先，3年以上Python后端开发经验；2. 熟练掌握和运用Linux常见命令，了解操作系统，熟悉HTTP，TCP/IP等网络协议, 熟悉RESTful规范；3. 熟悉Python及其性能调优。熟练掌握基于Python的Web开发框架（FastAPI/Flask/Django) 等， 并深度使用其中一种开发较大规模项目；4. 熟悉常见数据库，如MySQL/Redis/MongoDB；5. 熟悉微服务架构, 熟悉gRPC。熟悉常见设计模式；6. 了解Docker容器技术，熟悉 Kubernetes, 有基于Docker的构建和部署能力；7. 具有良好的编码和文档习惯、学习能力，有独立分析解决问题能力，工作认真负责，沟通协作意识良好。优先录用条件1. 具备AI相关项目经验或C端大并发后台开发经验2.了解深度学习相关知识与框架可以用英语基本沟通！！",TCL创立于1981年，前身为中国首批合资企业之一——TTK家庭电器(惠州)有限公司，最初从事磁带的生产制造，到布局智能终端产品、半导体显示、半导体光伏及半导体材料、产业金融及投资平台等领域，业务范围不断拓展。1999年，TCL率先进军越南市场，迈出中国企业“走出去”的重要一步，至今已在全球布局42个研发中心、10家联合实验室、32个制造基地，业务遍及全球160多个国家和地区，成为具有全球影响力的领先企业。      2019年，TCL完成资产重组，拆分为TCL科技集团股份有限公司（简称“TCL科技”）和TCL实业控股股份有限公司（简称“TCL实业”），聚焦各自主业发展。TCL实业聚焦智能终端产品及服务，旨在以全品类智慧科技产品服务全球用户。      TCL实业旗下智能终端业务以智慧显示为核心，构建AI×IoT的全场景智慧健康生活，带动全品类业务全球发展。2021年TCL智屏销售量1706万台，稳居全球前三，其中高端产品量子点智屏及Mini LED智屏销量分别同比增长76.5%及116%。空调、冰箱、洗衣机等终端产品销量稳步增长。未来，TCL 实业将进一步扩大全产业链一体化协同优势，构建新的品牌和营销竞争力，实现重点市场突破，提升智屏等智能终端产品的市场份额。
python开发工程师,https://www.zhipin.com/job_detail/83ae2356baeddb051XF829m7FlBQ.html?lid=5VqE11lZkaq.search.62&securityId=u0g5VD5IbNh35-l1irH7AtKbG0TqPt3vmjbtYE7FBMGkp_WZpfIbupuDjnn6QSYX_fzLDKyumS1ur9ii8pKVciZqcvvpo5Y81Fsu4W3F5gaDmg~~&sessionId=,20-30K,后端,5-10年,上海·徐汇区·田林,施女士人事经理,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180402/87aa203aaf17c1054eca135f82a1e8b2cfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",柯林布瑞,计算机软件,B轮,Python,MySQL,五险一金，年终奖，餐补,100-499人,Django,SQL,医学,python开发工程师,"医学
                                    医疗
                                    SQL",岗位职责：1.负责对接调用AI模型接口；2.负责参与功能模块需求的分析设计，独立完成数据类医疗产品的后台开发相关工作；3.负责书写所负责模块必需的部分技术文档及相关材料；4.有义务对项目工作提出建设性建议以及对团队提出建设性建议；5.与部门其他同事进行有效沟通，高质量的完成团队的项目。任职要求：1.本科及以上学历。5年以上开发经验或者3年以上医疗领域开发经验；2.具有python后台开发和数据处理的技能，熟悉django框架；3.熟悉至少一种Sql数据库 (mysql/ sqlserver/oracle)，熟练编写sql代码；4.热爱编程、具有良好的代码风格；5.做事具有条理性，具有良好的自学能力、分析问题以及自我解决问题的能力。,上海柯林布瑞信息技术有限公司是一家专注于医疗临床数据中心（CDR）、医院信息集成平台、医疗大数据及相关应用开发的高新技术企业。开发完成以临床数据中心为核心的医院信息平台，在此基础上完成医院绩效管理系统、运营管理系统、医疗质量管理系统、临床科研系统等应用系统，公司拥有多项软件著作权！
python开发工程师,https://www.zhipin.com/job_detail/d1a8a1b01c5440641HZy3ti7GVNV.html?lid=5VqE11lZkaq.search.63&securityId=VqkbDjMQbYnDD-d1MRBUJuN5Nqh5Tlm_Gu98sfrN_jAgHPZrkfjLZ-SEFy8hHrEOVnX4v4gB1nOAv20icQ-t1QKgDqsv-serHGUZ248KdVGRC0zWlN8~&sessionId=,15-30K·14薪,Python,1-3年,上海·浦东新区·金桥,姜先生部门主管,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20200805/b1d0733d5d4d5e2adf994e27b1ddc7528e567f0544b3cc129c59febfb6aac728_s.jpg?x-oss-process=image/resize,w_100,limit_0",华为技术武研所,通信/网络设备,不需要融资,Django,Numpy,节日福利，员工旅游，保底工资，团建聚餐，带薪年假，定期体检，绩效奖金，加班补助，年终奖，五险一金,10000人以上,Redis,分布式经验,Linux开发/部署经验,python开发工程师,"985 211 双一流
                                    分布式经验
                                    微服务经验
                                    Django
                                    Redis
                                    Linux开发/部署经验
                                    Numpy
                                    Python",1.软件开发工程师或软件测试工程师2.精通C/C++/JAVA/Python/JS/算法/测试等编程语言之一3.善于沟通，有团队协作经验，能配合团队交付项目长期招聘，有兴趣的赶紧丢简历过来，准备机试。,我们是华为，诞生于1987年。在成长的过程中，我们脚踏实地、奋勇向前。                我们一直专注于ICT领域，为运营商、企业客户和消费者提供有竞争力的ICT解决方案、产品和服务。30年来我们不断积攒实力，如今已拥有来自全球170多个国家和地区的客户，全球三分之一的人口因华为受益。 我们为员工提供：▲“华为大学”、“iLearning”、“导师制”等健全的培训制度；▲“专家管理双通道模式”的晋升途径；▲全球化的工作机会及视野。 我们始终坚持“以客户为中心，以奋斗者为本”；只要你踏实肯干，华为就是你施展人生抱负的舞台。 加入华为，与技术大牛共事，与行业精英一同成长；加入我们，你可以自带主角光环！ 联接，就像空气和水，慢慢融入生活的每个角落。我们期待与你一起共同探索全联接世界，共同领跑未来！
Python开发工程师,https://www.zhipin.com/job_detail/54f0cac24cf615761n163Nm4EVdR.html?lid=5VqE11lZkaq.search.64&securityId=Rzpz5Sn1k0l0T-O1bROcXFl15gUHbosXoymG7kNNznwKVAW-7hglzVZEgubxmk0f-3b4HOFtPcfsrWE8yUiQaH-OCNs-0RnCYTUs5KzKJRhRIEH9FNJAbU5Yc_G3cBL1SMo2rzPkwhlCE1FgbCMm0A~~&sessionId=,20-40K·15薪,Python,3-5年,上海·浦东新区·张江,葛女士HRBP,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20190809/c0a5006c3c1aed94bb26a9c52f21ff5db8a7965947e954d81676be7ff5ef691a_s.jpg?x-oss-process=image/resize,w_100,limit_0",乐鑫,半导体/芯片,已上市,CI/CD,,零食下午茶，定期体检，有无线网，年终奖，团建聚餐，员工旅游，节日福利，带薪年假，股票期权，餐补，五险一金，补充医疗保险，绩效奖金,500-999人,,,,Python开发工程师,"Python
                                    CI/CD","Job Summary:We are seeking a talented and experienced Python Developer to join our team. As a Python Developer, you will be responsible for developing and maintaining our internal systems, writing automated test frameworks, and creating internal and public-facing documentation. Additionally, you will be expected to explore needs internally for workflow improvement and apply cutting-edge technologies like GPT models to improve our systems.Responsibilities:• Design, develop, and maintain the automation system for our company’s various departments using Python programming language.• Collaborate with other departments to identify and implement opportunities for automation.• Develop and deploy codebase, automated solutions, and data processing workflows using Python and related technologies.• Enhance existing codebase, refactor, debug, and troubleshoot codebase bugs.• Analyze existing processes, identify areas requiring automation, and implement appropriate solutions.• Explore needs internally for workflow improvement and apply cutting-edge technologies to improve our systems, such as GPT models.• Collaborate with other developers, stakeholders, and project managers to meet specific departmental requirements.• Regularly document work to ensure that it is clear, understandable, and informative.• Stay up-to-date with new trends, techniques, and technologies in Python and automation.Qualifications:• Bachelor’s or Master’s degree in Computer Science, Computer Engineering, or a relevant field.• A minimum of 3 years of experience in developing automation solutions.• Strong experience in Python programming language and related frameworks.• Experience in developing and maintaining complex internal systems.• Knowledge of databases and object-relational mapping (ORM).• Practical knowledge in GPT models is a plus.• Strong analytical, problem-solving, and decision-making skills.• Good interpersonal, communication, and teamwork skills.• Ability to work independently with minimal supervision.If you have a passion for automation, a desire to work with cutting-edge technologies, and enjoy working in a fast-paced environment, we’d love to hear from you...",乐鑫科技 (688018.SH) 是中国科创板首批上市企业，在中国、捷克、印度、新加坡和巴西均设有办公地，拥有一支来自近 30 个国家和地区的国际化团队。乐鑫专注于研发性能卓越、安全稳定、高性价比的无线通信 SoC 芯片，开源的软件架构和稳定的 AIoT 解决方案，为全球数亿用户提供领先的无线连接、语音交互、人脸识别、人机交互、数据管理和处理等服务，为全球客户所信赖。乐鑫拥有一系列核心自研技术，包括 Wi-Fi / Bluetooth LE 网络协议栈、射频技术、基于 RISC-V 指令集的 MCU 架构、AI 向量指令和 AI 算法、操作系统、工具链、编译器、AIoT 软件开发框架、云连接等，实现软硬件研发闭环。
